Job Title,Rating,Location,Headquarters,Size,company_txt,Industry,Lower Salary,Upper Salary,Avg Salary(K),job_title_sim,seniority_by_title,Python,spark,aws,sql,keras,pytorch,scikit,tensor,hadoop,flink,mongo,lat,lng
Senior Scientist - Neuroscience,3.5,"Marlborough, MA","Marlborough, MA",7,Sunovion,Biotech & Pharmaceuticals,100,190,145.0,other scientist,sr,1,0,0,0,0,0,0,0,0,0,0,42.3494,-71.5468
Senior Data Analyst,2.9,"Herndon, VA","Herndon, VA",5,National Student Clearinghouse,Colleges & Universities,43,80,61.5,analyst,sr,1,0,0,1,0,0,0,0,0,0,0,38.9699,-77.3867
Medical Lab Scientist,3.6,"West Reading, PA","Reading, PA",8,Tower Health,Health Care Services & Hospitals,35,49,42.0,other scientist,na,0,0,0,0,0,0,0,0,0,0,0,40.3337,-75.947
"Risk and Analytics IT, Data Scientist",2.7,"Madison, WI","Madison, WI",4,State of Wisconsin Investment Board,Investment Banking & Asset Management,91,149,120.0,data scientist,na,1,0,0,1,0,0,0,0,0,0,0,43.0822,-89.393
"Scientist, Analytical Development",4.4,"Cambridge, MA","Cambridge, MA",5,Rubius Therapeutics,Biotech & Pharmaceuticals,42,82,62.0,other scientist,na,0,0,0,0,0,0,0,0,0,0,0,42.3759,-71.1185
Senior Data Scientist,4.0,"San Francisco, CA","San Rafael, CA",8,Autodesk,Computer Hardware & Software,116,185,150.5,data scientist,sr,1,1,0,1,0,0,1,1,1,0,0,37.7558,-122.4449
Analytics Manager,4.3,"Dearborn, MI","Detroit, MI",5,OneMagnify,Advertising & Marketing,59,116,87.5,Data scientist project manager,na,0,0,0,1,0,0,0,0,0,0,0,42.3127,-83.213
Data Engineer,4.2,"Winter Park, FL","Winter Park, FL",4,IZEA,Advertising & Marketing,48,95,71.5,data engineer,na,1,1,1,1,0,0,0,0,1,0,0,28.5989,-81.3442
Digital Marketing & ECommerce Data Analyst,3.6,"San Rafael, CA","San Rafael, CA",4,Vionic Group,"Department, Clothing, & Shoe Stores",31,72,51.5,analyst,na,0,0,0,0,0,0,0,0,0,0,0,37.9905,-122.5221
Sr. Scientist - Digital & Image Analysis/Computational Pathology,3.7,"San Diego, CA","OSAKA, Japan",9,Takeda Pharmaceuticals,Biotech & Pharmaceuticals,105,198,151.5,other scientist,sr,0,0,0,0,0,0,0,0,0,0,0,32.8313,-117.1222
Senior Data Analyst,2.8,"Hamilton, NJ","Hamilton, NJ",5,Dodge Data & Analytics,IT Services,55,100,77.5,analyst,sr,1,0,0,1,0,0,0,0,0,0,0,,
Principal Scientist - Immunologist,3.7,"Boston, MA","OSAKA, Japan",9,Takeda Pharmaceuticals,Biotech & Pharmaceuticals,98,182,140.0,other scientist,sr,0,0,0,0,0,0,0,0,0,0,0,42.3188,-71.0852
Senior Data Scientist,3.3,"Woodbridge, NJ","Boston, MA",7,Plymouth Rock Assurance,Insurance Carriers,73,124,98.5,data scientist,sr,0,0,0,1,0,0,0,0,0,0,0,,
Principal Data Scientist with over 10 years experience,3.834333333333334,"San Francisco, CA","Fremont, CA",4,CA-One Tech Clou,IT Services,200,250,225.0,data scientist,sr,1,0,1,0,0,0,0,0,0,0,0,37.7558,-122.4449
MED TECH/LAB SCIENTIST - LABORATORY,3.6,"Lewes, DE","Lewes, DE",7,Beebe Healthcare,Health Care Services & Hospitals,43,70,56.5,other scientist,na,0,0,0,0,0,0,0,0,0,0,0,38.7776,-75.145
"Sr. Scientist, Quantitative Translational Sciences",3.7,"Boston, MA","OSAKA, Japan",9,Takeda Pharmaceuticals,Biotech & Pharmaceuticals,117,206,161.5,other scientist,sr,0,0,0,0,0,0,0,0,0,0,0,42.3188,-71.0852
Sr. Data Scientist II,3.4,"New York, NY","Hamilton, Bermuda",7,Argo Group US,Insurance Carriers,111,183,147.0,data scientist,sr,1,1,1,1,1,1,1,1,1,0,0,40.6943,-73.9249
Excel / VBA / SQL Data Analyst,4.1,"Springfield, MO","Springfield, MO",6,Associated Electric Cooperative,Energy,44,78,61.0,analyst,na,0,0,0,1,0,0,0,0,0,0,0,37.1943,-93.2916
Machine Learning Research Scientist,2.6,"Pittsburgh, PA","Pittsburgh, PA",6,Software Engineering Institute,Colleges & Universities,81,159,120.0,machine learning engineer,na,1,0,0,0,0,0,0,0,0,0,0,40.4397,-79.9763
"VP, Data Science",3.2,"Phoenix, AZ","Westlake Village, CA",7,PennyMac,Lending,83,166,124.5,data scientist,na,1,0,0,1,1,0,0,1,0,0,0,33.5722,-112.0892
Senior Data Scientist,3.9,"Burbank, CA","Burbank, CA",4,Zest AI,Financial Analytics & Research,114,182,148.0,data scientist,sr,1,0,0,0,0,0,0,0,0,0,0,34.1879,-118.3235
Radar Data Analyst,4.7,"Huntsville, AL","Arlington, VA",4,DECISIVE ANALYTICS Corporation,Aerospace & Defense,42,76,59.0,analyst,na,1,0,0,0,0,0,0,0,0,0,0,34.6981,-86.6412
PL Actuarial-Lead Data Scientist,3.7,"Worcester, MA","Worcester, MA",8,The Hanover Insurance Group,Insurance Carriers,114,179,146.5,data scientist,sr,1,0,0,1,0,0,0,0,0,0,0,42.2705,-71.8079
PV Scientist,2.9,"Newton, MA","Newton, MA",5,Karyopharm Therapeutics Inc.,Biotech & Pharmaceuticals,60,123,91.5,other scientist,na,0,0,0,0,0,0,0,0,0,0,0,42.3316,-71.2085
Senior Data & Machine Learning Scientist,3.0,"Chicago, IL","Chicago, IL",6,Tempus Labs,Biotech & Pharmaceuticals,100,166,133.0,machine learning engineer,sr,1,0,1,1,0,1,1,1,0,0,0,41.8375,-87.6866
Principal Data Scientist (Computational Chemistry),4.7,"Salt Lake City, UT","Salt Lake City, UT",4,Recursion Pharmaceuticals,Biotech & Pharmaceuticals,108,173,140.5,data scientist,sr,1,0,1,0,1,1,1,1,0,0,0,40.7776,-111.9311
Data Engineer,3.7,"Lafayette, LA","Denver, CO",6,P2 Energy Solutions,Computer Hardware & Software,48,93,70.5,data engineer,na,0,0,0,1,0,0,0,0,0,0,0,30.2082,-92.0325
"Principal Scientist, Chemistry & Immunology",3.3,"Rochester, NY","Rochester, NY",9,Rochester Regional Health,Health Care Services & Hospitals,54,115,84.5,other scientist,sr,0,0,0,0,0,0,0,0,0,0,0,43.168,-77.6162
Software Engineer - Data Visualization,4.0,"Annapolis Junction, MD","Annapolis Junction, MD",4,ClearEdge,Computer Hardware & Software,60,127,93.5,data engineer,na,0,0,0,0,0,0,0,0,0,0,0,,
"Scientist/Senior Scientist, Autoimmune",4.4,"Cambridge, MA","Cambridge, MA",5,Rubius Therapeutics,Biotech & Pharmaceuticals,90,179,134.5,other scientist,sr,0,0,0,0,0,0,0,0,0,0,0,42.3759,-71.1185
Staff Machine Learning Engineer,3.9,"San Francisco, CA","San Francisco, CA",5,Tapjoy,Internet,138,224,181.0,machine learning engineer,na,1,1,0,1,0,0,1,1,0,0,0,37.7558,-122.4449
"Principal Scientist, Hematology",3.3,"Rochester, NY","Rochester, NY",9,Rochester Regional Health,Health Care Services & Hospitals,54,115,84.5,other scientist,sr,0,0,0,0,0,0,0,0,0,0,0,43.168,-77.6162
Lead Data Engineer,4.1,"Mountain View, CA","Mountain View, CA",4,Credit Sesame,Internet,190,220,205.0,data engineer,sr,1,1,1,1,0,0,0,0,0,0,0,37.4001,-122.0796
Marketing Data Analyst,3.6,"Highland, CA","Highland, CA",7,San Manuel Casino,Gambling,35,62,48.5,analyst,na,0,0,0,1,0,0,0,0,0,0,0,34.1113,-117.165
Medical Laboratory Scientist,4.0,"Burleson, TX","Arlington, TX",7,Texas Health Huguley Hospital,Health Care Services & Hospitals,37,52,44.5,other scientist,na,0,0,1,0,0,0,0,0,0,0,0,32.517,-97.3344
R&D Specialist/ Food Scientist,2.4,"Hoopeston, IL","Flower Mound, TX",6,Teasdale Latin Foods,Food & Beverage Manufacturing,39,66,52.5,other scientist,na,0,0,0,0,0,0,0,0,0,0,0,40.4608,-87.6635
Senior Research Scientist-Machine Learning,2.6,"Pittsburgh, PA","Pittsburgh, PA",6,Software Engineering Institute,Colleges & Universities,81,167,124.0,machine learning engineer,sr,0,0,0,0,0,0,0,0,0,0,0,40.4397,-79.9763
Analytics Manager - Data Mart,3.5,"Scotts Valley, CA","Scotts Valley, CA",6,Central California Alliance for Health,Health Care Services & Hospitals,42,86,64.0,Data scientist project manager,na,0,0,0,1,0,0,0,0,0,0,0,37.0555,-122.0118
Sr. Data Engineer - Contract-to-Hire (Java),3.0,"Knoxville, TN","Knoxville, TN",9,Pilot Flying J Travel Centers LLC,Gas Stations,69,127,98.0,data engineer,sr,1,0,0,1,0,0,0,0,0,0,0,35.9692,-83.9496
MED TECH/LAB SCIENTIST- SOUTH COASTAL LAB,3.6,"Millville, DE","Lewes, DE",7,Beebe Healthcare,Health Care Services & Hospitals,43,70,56.5,other scientist,na,0,0,0,0,0,0,0,0,0,0,0,38.5356,-75.1284
Food Scientist - Developer,3.3,"Milwaukee, WI","Milwaukee, WI",6,Palermo's Pizza,Food & Beverage Manufacturing,40,68,54.0,other scientist,na,0,0,0,0,0,0,0,0,0,0,0,43.0642,-87.9675
Staff Scientist-Downstream Process Development,2.7,"Rockville, MD","Rockville, MD",5,Advanced BioScience Laboratories,Biotech & Pharmaceuticals,49,113,81.0,other scientist,na,0,0,0,0,0,0,0,0,0,0,0,39.0834,-77.1553
Sr. Data Engineer,3.4,"Chicago, IL","Chicago, IL",7,Echo Global Logistics,Transportation Management,75,140,107.5,data engineer,sr,0,0,0,1,0,0,0,0,0,0,0,41.8375,-87.6866
Data Scientist - Quantitative,3.8,"Chicago, IL","New Plymouth, ID",6,Truckstop.com,Logistics & Supply Chain,86,139,112.5,data scientist,na,1,0,1,1,0,0,0,0,0,0,1,41.8375,-87.6866
Data Scientist,3.7,"Herndon, VA","Bethesda, MD",9,Lockheed Martin,Aerospace & Defense,66,112,89.0,data scientist,na,1,1,0,1,0,0,0,0,1,0,0,38.9699,-77.3867
Senior Research Statistician- Data Scientist,4.8,"Sheboygan, WI","Sheboygan, WI",7,Acuity Insurance,Insurance Carriers,76,125,100.5,data scientist,sr,0,0,0,0,0,0,0,0,0,0,0,43.7403,-87.7316
"Business Data Analyst, SQL",3.8,"New York, NY","New York, NY",7,Fareportal,Travel Agencies,44,86,65.0,analyst,na,0,0,0,1,0,0,0,0,0,0,0,40.6943,-73.9249
Medical Technologist / Clinical Laboratory Scientist,3.4,"New Orleans, LA","Washington, DC",9,"Veterans Affairs, Veterans Health Administration",Federal Agencies,31,52,41.5,other scientist,na,0,0,0,0,0,0,0,0,0,0,0,30.0687,-89.9288
Data Scientist,4.3,"Dallas, TX","Dallas, TX",5,Credera,Consulting,53,92,72.5,data scientist,na,1,1,1,1,0,0,0,0,1,0,0,32.7935,-96.7667
Senior Data Analyst,4.8,"Clearwater, FL","Clearwater, FL",6,KnowBe4,Security Services,44,78,61.0,analyst,sr,1,0,0,1,0,0,0,0,0,0,0,27.979,-82.7623
BI & Platform Analytics Manager,3.4,"Ewing, NJ","Ewing, NJ",7,Church & Dwight,Consumer Products Manufacturing,85,134,109.5,Data scientist project manager,na,1,0,0,0,0,0,0,0,0,0,0,,
Data Engineer,3.9,"Cambridge, MA","Cambridge, MA",4,Cogo Labs,Internet,59,110,84.5,data engineer,na,1,1,0,1,0,0,0,0,0,0,0,42.3759,-71.1185
Data Scientist,3.4,"Chicago, IL","Chicago, IL",4,Spectrum Communications and Consulting,Advertising & Marketing,64,111,87.5,data scientist,na,0,0,0,1,0,0,0,0,0,0,0,41.8375,-87.6866
Data Analyst,3.1,"San Mateo, CA","Seoul, South Korea",7,NCSOFT,Video Games,65,120,92.5,analyst,na,1,0,0,1,0,0,0,0,1,0,0,37.5522,-122.3121
Associate Data Scientist/Computer Scientist,3.2,"McLean, VA","Bedford, MA",8,MITRE,Federal Agencies,60,103,81.5,data scientist,na,1,1,0,0,0,0,0,0,1,0,0,38.9436,-77.1943
Business Intelligence Analyst / Developer,4.3,"Dayton, OH","Dayton, OH",7,"Dayton Freight Lines, Inc.",Trucking,53,105,79.0,analyst,na,0,0,0,1,0,0,0,0,0,0,0,39.7805,-84.2003
Lead Data Scientist,3.6,"Boston, MA","Springfield, MA",8,MassMutual,Insurance Carriers,124,204,164.0,data scientist,sr,1,1,1,1,0,0,1,0,1,0,0,42.3188,-71.0852
"Sr. Data Scientist - Analytics, Personalized Healthcare (PHC)",3.9,"South San Francisco, CA","South San Francisco, CA",9,Genentech,Biotech & Pharmaceuticals,131,207,169.0,data scientist,sr,1,1,0,1,0,0,0,0,1,0,0,37.6538,-122.4196
Senior Data Scientist,3.8,"Cupertino, CA","Sunnyvale, CA",8,Juniper Networks,Telecommunications Services,110,174,142.0,data scientist,sr,1,1,1,0,0,0,1,1,0,1,0,37.3168,-122.0466
Data Analyst,2.8,"Parlier, CA","San Luis Obispo, CA",6,Community Action Partnership of San Luis Obispo,Social Assistance,33,62,47.5,analyst,na,0,0,0,0,0,0,0,0,0,0,0,36.6087,-119.5434
Pricipal Scientist Molecular and cellular biologist,3.7,"Boston, MA","OSAKA, Japan",9,Takeda Pharmaceuticals,Biotech & Pharmaceuticals,52,101,76.5,other scientist,na,0,0,0,0,0,0,0,0,0,0,0,42.3188,-71.0852
Data Analyst,3.4,"San Francisco, CA","San Francisco, CA",4,TrueAccord,Enterprise Software & Network Solutions,48,90,69.0,analyst,na,1,0,0,1,0,0,0,0,0,0,0,37.7558,-122.4449
Data Analyst,4.0,"Meridian, ID","Akron, OH",5,DRB Systems,Computer Hardware & Software,34,64,49.0,analyst,na,1,0,0,1,0,0,0,0,0,0,0,43.6116,-116.3977
Staff Data Scientist,3.5,"San Jose, CA","San Jose, CA",9,Western Digital,Computer Hardware & Software,132,211,171.5,data scientist,na,1,0,1,1,0,0,0,0,1,0,0,37.3012,-121.848
"Data Scientist (Actuary, FSA or ASA)",3.8,"Frederick, MD","Frederick, MD",6,Legal & General America,Insurance Carriers,81,133,107.0,data scientist,na,1,0,0,1,0,0,0,0,0,0,0,39.4337,-77.4141
System and Data Analyst,3.7,"Cherry Hill, NJ","Cherry Hill, NJ",5,Corcentric,Enterprise Software & Network Solutions,42,76,59.0,analyst,na,0,0,0,0,0,0,0,0,0,0,0,,
Data Scientist,3.5,"Indianapolis, IN","Arlington, VA",5,U.Group,IT Services,66,111,88.5,data scientist,na,0,0,1,0,0,0,0,0,0,0,0,39.7771,-86.1458
Data Engineer 5 - Contract (Remote),4.2,"Riverton, UT","Salt Lake City, UT",9,The Church of Jesus Christ of Latter-day Saints,Religious Organizations,74,140,107.0,data engineer,na,0,0,0,0,0,0,0,0,0,0,0,40.5176,-111.9636
Digital Health Data Scientist,4.0,"Cambridge, MA","New York, NY",9,Pfizer,Biotech & Pharmaceuticals,63,110,86.5,data scientist,na,1,0,1,0,0,0,0,0,0,0,0,42.3759,-71.1185
Data Scientist,4.3,"Louisville, KY","Peachtree City, GA",4,SMC 3,Logistics & Supply Chain,63,105,84.0,data scientist,na,1,0,0,1,0,0,0,0,0,0,0,38.1663,-85.6485
Data & Analytics Consultant (NYC),4.7,"New York, NY","Cincinnati, OH",5,Systems Evolution Inc.,Consulting,91,138,114.5,data analitics,na,1,0,0,1,0,0,0,0,0,0,0,40.6943,-73.9249
Senior Scientist - Neuroscience,3.5,"Marlborough, MA","Marlborough, MA",7,Sunovion,Biotech & Pharmaceuticals,100,190,145.0,other scientist,sr,1,0,0,0,0,0,0,0,0,0,0,42.3494,-71.5468
Data Engineer,4.4,"Nashville, TN","San Francisco, CA",7,Eventbrite,Internet,62,114,88.0,data engineer,na,1,1,1,1,0,0,0,0,1,0,0,36.1715,-86.7842
Big Data Engineer - Chicago - Future Opportunity,4.1,"Chicago, IL","Chicago, IL",6,Centro,Internet,71,129,100.0,data engineer,na,1,1,1,1,0,0,0,0,1,0,0,41.8375,-87.6866
Senior Data Analyst,2.9,"Herndon, VA","Herndon, VA",5,National Student Clearinghouse,Colleges & Universities,43,80,61.5,analyst,sr,1,0,0,1,0,0,0,0,0,0,0,38.9699,-77.3867
Data Scientist,2.5,"Portland, OR","Reston, VA",7,comScore,Advertising & Marketing,74,119,96.5,data scientist,na,1,1,0,1,0,0,0,0,0,0,0,45.5371,-122.65
Survey Data Analyst,4.2,"Minneapolis, MN","Chicago, IL",5,SullivanCotter,Consulting,55,97,76.0,analyst,na,1,0,0,1,0,0,0,0,0,0,0,44.9635,-93.2678
Data Scientist,3.9,"Port Washington, NY","Port Washington, NY",7,NPD,Research & Development,15,16,15.5,data scientist,na,0,0,0,0,0,0,0,0,0,0,0,40.8268,-73.6765
Data Scientist,4.3,"Austin, TX","Austin, TX",3,Bakery Agency,Advertising & Marketing,61,106,83.5,data scientist,na,1,0,0,1,0,0,0,0,0,0,0,30.3005,-97.7522
"Risk and Analytics IT, Data Scientist",2.7,"Madison, WI","Madison, WI",4,State of Wisconsin Investment Board,Investment Banking & Asset Management,91,149,120.0,data scientist,na,1,0,0,1,0,0,0,0,0,0,0,43.0822,-89.393
Data Scientist,3.9,"South San Francisco, CA","South San Francisco, CA",9,Genentech,Biotech & Pharmaceuticals,127,199,163.0,data scientist,na,0,0,0,1,0,0,0,0,0,0,0,37.6538,-122.4196
Lead Health Data Analyst - Front End,3.4,"Providence, RI","Providence, RI",6,Blue Cross & Blue Shield of Rhode Island,Insurance Carriers,74,126,100.0,analyst,sr,0,0,1,1,0,0,0,0,0,0,0,41.823,-71.4187
Research Scientist,3.8,"Omaha, NE","Omaha, NE",7,Boys Town,Social Assistance,33,72,52.5,other scientist,na,0,0,0,0,0,0,0,0,0,0,0,41.2627,-96.0529
Medical Lab Scientist,3.6,"West Reading, PA","Reading, PA",8,Tower Health,Health Care Services & Hospitals,35,49,42.0,other scientist,na,0,0,0,0,0,0,0,0,0,0,0,40.3337,-75.947
Junior Data Analyst,3.3,"Washington, DC","Washington, DC",6,The HSC Health Care System,Health Care Services & Hospitals,37,63,50.0,analyst,jr,0,0,0,1,0,0,0,0,0,0,0,38.9047,-77.0163
SQL Data Engineer,3.4,"Austin, TX","Alexandria, VA",5,Pro-Sphere Tek,Consulting,67,119,93.0,data engineer,na,1,0,1,1,0,0,0,0,1,0,0,30.3005,-97.7522
Data Scientist,3.0,"Cincinnati, OH","Lincoln, NE",7,Ameritas Life Insurance Corp,Insurance Agencies & Brokerages,72,117,94.5,data scientist,na,1,0,0,1,0,0,0,0,0,0,0,39.1413,-84.506
Senior Data Scientist,4.0,"San Francisco, CA","San Rafael, CA",8,Autodesk,Computer Hardware & Software,116,185,150.5,data scientist,sr,1,1,0,1,0,0,1,1,1,0,0,37.7558,-122.4449
Data Scientist,3.7,"Raleigh, NC","Richmond, VA",7,Genworth,Insurance Carriers,78,126,102.0,data scientist,na,1,1,1,1,0,0,1,0,1,0,0,35.8324,-78.6429
"Scientist, Analytical Development",4.4,"Cambridge, MA","Cambridge, MA",5,Rubius Therapeutics,Biotech & Pharmaceuticals,42,82,62.0,other scientist,na,0,0,0,0,0,0,0,0,0,0,0,42.3759,-71.1185
Analytics Manager,4.3,"Dearborn, MI","Detroit, MI",5,OneMagnify,Advertising & Marketing,59,116,87.5,Data scientist project manager,na,0,0,0,1,0,0,0,0,0,0,0,42.3127,-83.213
Clinical Data Scientist,4.0,"Groton, CT","New York, NY",9,Pfizer,Biotech & Pharmaceuticals,63,105,84.0,data scientist,na,0,0,1,0,0,0,0,0,0,0,0,,
Data Scientist,4.0,"Herndon, VA","Mc Lean, VA",6,Novetta,Enterprise Software & Network Solutions,109,177,143.0,data scientist,na,1,0,1,0,1,0,0,1,0,0,0,38.9699,-77.3867
"Sr. Data Scientist, Cyber-Security LT Contract",3.2,"Phila, PA","Chadds Ford, PA",3,"Numeric, LLC",Staffing & Outsourcing,116,194,155.0,data scientist,sr,1,1,1,0,0,0,1,0,1,0,0,,
Data Engineer,4.2,"Winter Park, FL","Winter Park, FL",4,IZEA,Advertising & Marketing,48,95,71.5,data engineer,na,1,1,1,1,0,0,0,0,1,0,0,28.5989,-81.3442
Data Scientist,3.9,"Oakland, CA","Santa Ana, CA",4,Trace Data,Insurance Carriers,83,133,108.0,data scientist,na,1,1,0,1,0,1,1,1,0,0,0,37.7904,-122.2166
Sr. Scientist - Digital & Image Analysis/Computational Pathology,3.7,"San Diego, CA","OSAKA, Japan",9,Takeda Pharmaceuticals,Biotech & Pharmaceuticals,105,198,151.5,other scientist,sr,0,0,0,0,0,0,0,0,0,0,0,32.8313,-117.1222
Digital Marketing & ECommerce Data Analyst,3.6,"San Rafael, CA","San Rafael, CA",4,Vionic Group,"Department, Clothing, & Shoe Stores",31,72,51.5,analyst,na,0,0,0,0,0,0,0,0,0,0,0,37.9905,-122.5221
Principal Scientist - Immunologist,3.7,"Boston, MA","OSAKA, Japan",9,Takeda Pharmaceuticals,Biotech & Pharmaceuticals,98,182,140.0,other scientist,sr,0,0,0,0,0,0,0,0,0,0,0,42.3188,-71.0852
Senior Data Analyst,2.8,"Hamilton, NJ","Hamilton, NJ",5,Dodge Data & Analytics,IT Services,55,100,77.5,analyst,sr,1,0,0,1,0,0,0,0,0,0,0,,
Insurance Financial Data Analyst,4.2,"Boise, ID","Boise, ID",6,Clearwater Analytics,Investment Banking & Asset Management,45,82,63.5,analyst,na,0,0,0,1,0,0,0,0,0,0,0,43.6005,-116.2308
Data Scientist,4.0,"San Francisco, CA","Pleasanton, CA",3,"Tekvalley, Corp.",IT Services,83,135,109.0,data scientist,na,1,0,0,1,0,0,0,0,0,0,0,37.7558,-122.4449
Data Scientist,3.5,"Oak Ridge, TN","Lynchburg, VA",8,BWX Technologies,Aerospace & Defense,70,122,96.0,data scientist,na,1,0,0,0,1,1,0,1,0,0,0,35.9639,-84.2938
Principal Data Scientist with over 10 years experience,3.834333333333334,"San Francisco, CA","Fremont, CA",4,CA-One Tech Clou,IT Services,200,250,225.0,data scientist,sr,1,0,1,0,0,0,0,0,0,0,0,37.7558,-122.4449
Data Engineer,3.2,"Agoura Hills, CA","Westlake Village, CA",7,PennyMac,Lending,70,132,101.0,data engineer,na,1,0,1,1,0,0,0,0,0,0,0,34.151,-118.7609
Senior Data Scientist,3.3,"Woodbridge, NJ","Boston, MA",7,Plymouth Rock Assurance,Insurance Carriers,73,124,98.5,data scientist,sr,0,0,0,1,0,0,0,0,0,0,0,,
Data Engineer I - Azure,3.9,"Pella, IA","Pella, IA",7,Vermeer,Industrial Manufacturing,54,101,77.5,data engineer,na,0,0,0,1,0,0,0,0,1,0,0,41.4052,-92.9189
"Sr. Scientist, Quantitative Translational Sciences",3.7,"Boston, MA","OSAKA, Japan",9,Takeda Pharmaceuticals,Biotech & Pharmaceuticals,117,206,161.5,other scientist,sr,0,0,0,0,0,0,0,0,0,0,0,42.3188,-71.0852
MED TECH/LAB SCIENTIST - LABORATORY,3.6,"Lewes, DE","Lewes, DE",7,Beebe Healthcare,Health Care Services & Hospitals,43,70,56.5,other scientist,na,0,0,0,0,0,0,0,0,0,0,0,38.7776,-75.145
Sr. Data Scientist II,3.4,"New York, NY","Hamilton, Bermuda",7,Argo Group US,Insurance Carriers,111,183,147.0,data scientist,sr,1,1,1,1,1,1,1,1,1,0,0,40.6943,-73.9249
Data Scientist,3.5,"San Ramon, CA","Mumbai, India",9,L&T Infotech,IT Services,68,112,90.0,data scientist,na,1,0,0,1,1,0,1,0,0,0,0,37.7624,-121.9365
Information Security Data Analyst,4.3,"Red Bank, NJ","Toms River, NJ",6,OceanFirst Financial,Banks & Credit Unions,42,74,58.0,analyst,na,0,0,1,1,0,0,0,0,0,0,0,40.348,-74.0672
Excel / VBA / SQL Data Analyst,4.1,"Springfield, MO","Springfield, MO",6,Associated Electric Cooperative,Energy,44,78,61.0,analyst,na,0,0,0,1,0,0,0,0,0,0,0,37.1943,-93.2916
Machine Learning Research Scientist,2.6,"Pittsburgh, PA","Pittsburgh, PA",6,Software Engineering Institute,Colleges & Universities,81,159,120.0,machine learning engineer,na,1,0,0,0,0,0,0,0,0,0,0,40.4397,-79.9763
Data Scientist,3.6,"New York, NY","New York, NY",7,Sotheby's,Auctions & Galleries,95,161,128.0,data scientist,na,1,0,0,0,0,0,0,0,0,0,0,40.6943,-73.9249
Data Scientist,3.5,"Hillsboro, OR","San Jose, CA",7,First Tech Federal Credit Union,Banks & Credit Unions,75,124,99.5,data scientist,na,1,1,1,1,1,0,1,1,0,0,0,45.5273,-122.936
Data Scientist,3.6,"Detroit, MI","Detroit, MI",7,Amrock,Real Estate,72,120,96.0,data scientist,na,1,0,0,1,0,0,0,0,0,0,0,42.3834,-83.1024
Data Scientist,2.3,"Washington, DC","Washington, DC",5,Vanda Pharmaceuticals,Biotech & Pharmaceuticals,76,126,101.0,data scientist,na,1,0,0,1,0,0,0,0,0,0,0,38.9047,-77.0163
Senior Data Scientist,3.9,"Burbank, CA","Burbank, CA",4,Zest AI,Financial Analytics & Research,114,182,148.0,data scientist,sr,1,0,0,0,0,0,0,0,0,0,0,34.1879,-118.3235
"Data Scientist, Senior",4.0,"Fort Belvoir, VA","Mc Lean, VA",6,Novetta,Enterprise Software & Network Solutions,108,176,142.0,data scientist,sr,1,0,1,1,0,0,0,0,0,0,1,38.7119,-77.1459
Senior Data Scientist,4.1,"Palo Alto, CA","Palo Alto, CA",3,CK-12 Foundation,K-12 Education,130,208,169.0,data scientist,sr,0,0,1,1,0,0,0,0,0,0,1,37.3905,-122.1468
"VP, Data Science",3.2,"Phoenix, AZ","Westlake Village, CA",7,PennyMac,Lending,83,166,124.5,data scientist,na,1,0,0,1,1,0,0,1,0,0,0,33.5722,-112.0892
Radar Data Analyst,4.7,"Huntsville, AL","Arlington, VA",4,DECISIVE ANALYTICS Corporation,Aerospace & Defense,42,76,59.0,analyst,na,1,0,0,0,0,0,0,0,0,0,0,34.6981,-86.6412
CONSULTANT– DATA ANALYTICS GROUP,4.2,"San Diego, CA","Waltham, MA",4,Opinion Dynamics,Consulting,37,68,52.5,data analitics,na,1,0,0,1,0,0,0,0,0,0,0,32.8313,-117.1222
Data Engineer,4.6,"Houston, TX","Reston, VA",6,Applied Information Sciences,IT Services,52,99,75.5,data engineer,na,0,1,0,1,0,0,0,0,1,0,0,29.786,-95.3885
Senior Data Scientist,3.7,"Armonk, NY","Zurich, Switzerland",9,Swiss Re,Insurance Agencies & Brokerages,105,173,139.0,data scientist,sr,1,0,0,1,0,0,0,0,0,0,0,41.1319,-73.7138
"Data Engineer, Data Engineering and Artifical Intelligence",3.7,"Cambridge, MA","OSAKA, Japan",9,Takeda Pharmaceuticals,Biotech & Pharmaceuticals,71,134,102.5,data engineer,na,1,1,1,1,0,0,0,0,1,0,1,42.3759,-71.1185
Staff Scientist,4.4,"Columbia, SC","Charlotte, NC",5,WK Dickson,Architectural & Engineering Services,39,82,60.5,other scientist,na,0,0,0,0,0,0,0,0,0,0,0,34.0378,-80.9036
PL Actuarial-Lead Data Scientist,3.7,"Worcester, MA","Worcester, MA",8,The Hanover Insurance Group,Insurance Carriers,114,179,146.5,data scientist,sr,1,0,0,1,0,0,0,0,0,0,0,42.2705,-71.8079
"Associate Scientist/Scientist, Process Analytical Technology - Small Molecule Analytical Chemistry",3.9,"South San Francisco, CA","South San Francisco, CA",9,Genentech,Biotech & Pharmaceuticals,88,162,125.0,other scientist,na,0,0,0,0,0,0,0,0,0,0,0,37.6538,-122.4196
Sr. Data Analyst,3.6,"Springfield, MA","Springfield, MA",8,MassMutual,Insurance Carriers,60,102,81.0,analyst,sr,1,0,0,1,0,0,0,0,0,0,0,42.1155,-72.5395
Senior Data & Machine Learning Scientist,3.0,"Chicago, IL","Chicago, IL",6,Tempus Labs,Biotech & Pharmaceuticals,100,166,133.0,machine learning engineer,sr,1,0,1,1,0,1,1,1,0,0,0,41.8375,-87.6866
